-1.171340332031250000e+02,3.257250531479089517e+01
-1.171425476074218750e+02,3.261161478928308810e+01
-1.171584777832031250e+02,3.264631027513934214e+01
-1.172029724121093750e+02,3.267914578358844579e+01
-1.172554321289062500e+02,3.268561339026089740e+01
-1.172628479003906250e+02,3.274338594600637720e+01
-1.172752075195312216e+02,3.280112304440059035e+01
-1.172724609375000000e+02,3.285351476899002421e+01
-1.172603759765625000e+02,3.289226616953128257e+01
-1.172710876464843750e+02,3.294391592648395317e+01
